Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Qwen3-8B,aime,0.1,0,aime,0.822509765625,0.56201171875,0.06658935546875
Qwen3-8B,aime,0.1,1,aime,0.75152587890625,0.54248046875,0.140380859375
Qwen3-8B,aime,0.1,2,aime,0.9232177734375,0.486572265625,0.093994140625
Qwen3-8B,aime,0.1,3,aime,0.07927322387695312,0.491943359375,0.2337646484375
Qwen3-8B,aime,0.1,4,aime,0.926025390625,0.52685546875,0.11126708984375
Qwen3-8B,aime,0.1,5,aime,0.07926177978515625,0.476318359375,0.275146484375
Qwen3-8B,aime,0.1,6,aime,0.8526611328125,0.677734375,0.12420654296875
Qwen3-8B,aime,0.1,7,aime,0.866729736328125,0.4091796875,0.12939453125
Qwen3-8B,aime,0.1,8,aime,0.459075927734375,0.499267578125,0.281494140625
Qwen3-8B,aime,0.1,9,aime,0.6843109130859375,0.509765625,0.1259765625
Qwen3-8B,aime,0.1,10,aime,0.717071533203125,0.5322265625,0.204345703125
Qwen3-8B,aime,0.1,11,aime,0.4123382568359375,0.459228515625,0.48828125
Qwen3-8B,aime,0.1,12,aime,0.927490234375,0.452880859375,0.0994873046875
Qwen3-8B,aime,0.1,13,aime,0.8223876953125,0.5390625,0.08270263671875
Qwen3-8B,aime,0.1,14,aime,0.8516693115234375,0.298583984375,0.1943359375
Qwen3-8B,aime,0.1,15,aime,0.53790283203125,0.4892578125,0.2281494140625
Qwen3-8B,aime,0.1,16,aime,0.17406463623046875,0.497314453125,0.32763671875
Qwen3-8B,aime,0.1,17,aime,0.7706298828125,0.453369140625,0.07366943359375
Qwen3-8B,aime,0.1,18,aime,0.708251953125,0.56103515625,0.09136962890625
Qwen3-8B,aime,0.1,19,aime,0.1718902587890625,0.60595703125,0.48046875
Qwen3-8B,aime,0.1,20,aime,0.3853912353515625,0.459716796875,0.09808349609375
Qwen3-8B,aime,0.1,21,aime,0.35858154296875,0.765625,0.1175537109375
Qwen3-8B,aime,0.1,22,aime,0.8162841796875,0.66845703125,0.11126708984375
Qwen3-8B,aime,0.1,23,aime,0.748199462890625,0.38037109375,0.0850830078125
Qwen3-8B,aime,0.1,24,aime,0.5084381103515625,0.3203125,0.175537109375
Qwen3-8B,aime,0.1,25,aime,0.79278564453125,0.5341796875,0.07696533203125
Qwen3-8B,aime,0.1,26,aime,0.75506591796875,0.541015625,0.1710205078125
Qwen3-8B,aime,0.1,27,aime,0.681243896484375,0.34326171875,0.06756591796875
Qwen3-8B,aime,0.1,28,aime,0.0475921630859375,0.6865234375,0.441650390625
Qwen3-8B,aime,0.1,29,aime,0.94970703125,0.53125,0.103759765625
Qwen3-8B,aime,0.1,30,aime,0.90618896484375,0.46728515625,0.0966796875
Qwen3-8B,aime,0.1,31,aime,0.33892822265625,0.52783203125,0.2120361328125
Qwen3-8B,aime,0.1,32,aime,0.72998046875,0.51904296875,0.0384521484375
Qwen3-8B,aime,0.1,33,aime,0.720916748046875,0.62939453125,0.058349609375
Qwen3-8B,aime,0.1,34,aime,0.852783203125,0.365234375,0.1422119140625
Qwen3-8B,aime,0.1,35,aime,0.92071533203125,0.50341796875,0.115966796875
Qwen3-8B,aime,0.1,36,aime,0.7952880859375,0.55419921875,0.08880615234375
Qwen3-8B,aime,0.1,37,aime,0.772216796875,0.76953125,0.25390625
Qwen3-8B,aime,0.1,38,aime,0.6729049682617188,0.469482421875,0.1871337890625
Qwen3-8B,aime,0.1,39,aime,0.8607177734375,0.259033203125,0.0863037109375
Qwen3-8B,aime,0.1,40,aime,0.6985931396484375,0.4296875,0.0850830078125
Qwen3-8B,aime,0.1,41,aime,0.798980712890625,0.49609375,0.10968017578125
Qwen3-8B,aime,0.1,42,aime,0.6629638671875,0.5341796875,0.10821533203125
Qwen3-8B,aime,0.1,43,aime,0.83746337890625,0.84228515625,0.033599853515625
Qwen3-8B,aime,0.1,44,aime,0.773162841796875,0.4501953125,0.07586669921875
Qwen3-8B,aime,0.1,45,aime,0.854736328125,0.5458984375,0.1175537109375
Qwen3-8B,aime,0.1,46,aime,0.051662445068359375,0.6025390625,0.19677734375
Qwen3-8B,aime,0.1,47,aime,0.945709228515625,0.46533203125,0.03515625
Qwen3-8B,aime,0.1,48,aime,0.8132476806640625,0.720703125,0.12249755859375
Qwen3-8B,aime,0.1,49,aime,0.85235595703125,0.5341796875,0.06658935546875
Qwen3-8B,aime,0.1,50,aime,0.932464599609375,0.412353515625,0.093994140625
Qwen3-8B,aime,0.1,51,aime,0.9522857666015625,0.43310546875,0.12249755859375
Qwen3-8B,aime,0.1,52,aime,0.7384033203125,0.47509765625,0.06463623046875
Qwen3-8B,aime,0.1,53,aime,0.664703369140625,0.5927734375,0.17333984375
Qwen3-8B,aime,0.1,54,aime,0.36004638671875,0.57421875,0.2421875
Qwen3-8B,aime,0.1,55,aime,0.90704345703125,0.43798828125,0.0792236328125
Qwen3-8B,aime,0.1,56,aime,0.222869873046875,0.404296875,0.1666259765625
Qwen3-8B,aime,0.1,57,aime,0.574951171875,0.463134765625,0.138427734375
Qwen3-8B,aime,0.1,58,aime,0.77313232421875,0.54541015625,0.363037109375
Qwen3-8B,aime,0.1,59,aime,0.77313232421875,0.54736328125,0.1175537109375
Qwen3-8B,aime,0.1,60,aime,0.676025390625,0.4189453125,0.16455078125
Qwen3-8B,aime,0.1,61,aime,0.7101669311523438,0.626953125,0.07159423828125
Qwen3-8B,aime,0.1,62,aime,0.95184326171875,0.52783203125,0.115966796875
Qwen3-8B,aime,0.1,63,aime,0.79425048828125,0.359375,0.1441650390625
Qwen3-8B,aime,0.1,64,aime,0.898193359375,0.380615234375,0.262939453125
Qwen3-8B,aime,0.1,65,aime,0.7654571533203125,0.55224609375,0.06463623046875
Qwen3-8B,aime,0.1,66,aime,0.70416259765625,0.4658203125,0.1175537109375
Qwen3-8B,aime,0.1,67,aime,0.4268646240234375,0.65478515625,0.4609375
Qwen3-8B,aime,0.1,68,aime,0.88092041015625,0.329345703125,0.102294921875
Qwen3-8B,aime,0.1,69,aime,0.91534423828125,0.414794921875,0.1329345703125
Qwen3-8B,aime,0.1,70,aime,0.246307373046875,0.52685546875,0.2568359375
Qwen3-8B,aime,0.1,71,aime,0.3653564453125,0.65869140625,0.1666259765625
Qwen3-8B,aime,0.1,72,aime,0.47467041015625,0.75537109375,0.5
Qwen3-8B,aime,0.1,73,aime,0.8521728515625,0.5869140625,0.05419921875
Qwen3-8B,aime,0.1,74,aime,0.860626220703125,0.373779296875,0.090087890625
Qwen3-8B,aime,0.1,75,aime,0.68609619140625,0.468505859375,0.06658935546875
Qwen3-8B,aime,0.1,76,aime,0.28900146484375,0.65625,0.449462890625
Qwen3-8B,aime,0.1,77,aime,0.556884765625,0.62646484375,0.1500244140625
Qwen3-8B,aime,0.1,78,aime,0.75848388671875,0.53466796875,0.262939453125
Qwen3-8B,aime,0.1,79,aime,0.749755859375,0.6787109375,0.307373046875
Qwen3-8B,aime,0.1,80,aime,0.5174560546875,0.6240234375,0.11279296875
Qwen3-8B,aime,0.1,81,aime,0.772216796875,0.56103515625,0.11920166015625
Qwen3-8B,aime,0.1,82,aime,0.77691650390625,0.63623046875,0.1800537109375
Qwen3-8B,aime,0.1,83,aime,0.4508056640625,0.60595703125,0.484375
Qwen3-8B,aime,0.1,84,aime,0.34148406982421875,0.69921875,0.204345703125
Qwen3-8B,aime,0.1,85,aime,0.9129638671875,0.53271484375,0.06756591796875
Qwen3-8B,aime,0.1,86,aime,0.814178466796875,0.4931640625,0.262939453125
Qwen3-8B,aime,0.1,87,aime,0.73699951171875,0.388427734375,0.11126708984375
Qwen3-8B,aime,0.1,88,aime,0.8875732421875,0.396728515625,0.162353515625
Qwen3-8B,aime,0.1,89,aime,0.77490234375,0.481201171875,0.08038330078125
Qwen3-8B,aime,0.2,0,aime,0.592620849609375,0.53662109375,0.21728515625
Qwen3-8B,aime,0.2,1,aime,0.3641510009765625,0.226806640625,0.42626953125
Qwen3-8B,aime,0.2,2,aime,0.72039794921875,0.52783203125,0.07806396484375
Qwen3-8B,aime,0.2,3,aime,0.09080696105957031,0.459716796875,0.182373046875
Qwen3-8B,aime,0.2,4,aime,0.9163970947265625,0.51904296875,0.11126708984375
Qwen3-8B,aime,0.2,5,aime,0.05373382568359375,0.564453125,0.1422119140625
Qwen3-8B,aime,0.2,6,aime,0.6845703125,0.5810546875,0.1666259765625
Qwen3-8B,aime,0.2,7,aime,0.437744140625,0.440185546875,0.11920166015625
Qwen3-8B,aime,0.2,8,aime,0.3309478759765625,0.51904296875,0.27197265625
Qwen3-8B,aime,0.2,9,aime,0.6505126953125,0.6337890625,0.12249755859375
Qwen3-8B,aime,0.2,10,aime,0.855010986328125,0.098876953125,0.1441650390625
Qwen3-8B,aime,0.2,11,aime,0.5621337890625,0.50048828125,0.34521484375
Qwen3-8B,aime,0.2,12,aime,0.5782470703125,0.79150390625,0.359375
Qwen3-8B,aime,0.2,13,aime,0.89208984375,0.5390625,0.08154296875
Qwen3-8B,aime,0.2,14,aime,0.85577392578125,0.20751953125,0.19189453125
Qwen3-8B,aime,0.2,15,aime,0.7088623046875,0.59716796875,0.287841796875
Qwen3-8B,aime,0.2,16,aime,0.2183990478515625,0.58154296875,0.310791015625
Qwen3-8B,aime,0.2,17,aime,0.7464447021484375,0.71240234375,0.07806396484375
Qwen3-8B,aime,0.2,18,aime,0.716552734375,0.56103515625,0.09136962890625
Qwen3-8B,aime,0.2,19,aime,0.2951507568359375,0.58251953125,0.4072265625
Qwen3-8B,aime,0.2,20,aime,0.80401611328125,0.615234375,0.06756591796875
Qwen3-8B,aime,0.2,21,aime,0.4600830078125,0.5478515625,0.162353515625
