Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Abel-7B-002,aime,0.1,0,aime,0.05030059814453125,0.1932373046875,0.03790283203125
Abel-7B-002,aime,0.1,1,aime,0.06221771240234375,0.249755859375,0.06658935546875
Abel-7B-002,aime,0.1,2,aime,0.05181884765625,0.06512451171875,0.09271240234375
Abel-7B-002,aime,0.1,3,aime,0.24658203125,0.1650390625,0.30078125
Abel-7B-002,aime,0.1,4,aime,0.0981292724609375,0.2135009765625,0.090087890625
Abel-7B-002,aime,0.1,5,aime,0.082305908203125,0.213134765625,0.158203125
Abel-7B-002,aime,0.1,6,aime,0.052001953125,0.1669921875,0.294189453125
Abel-7B-002,aime,0.1,7,aime,0.03565216064453125,0.23779296875,0.16455078125
Abel-7B-002,aime,0.1,8,aime,0.0916290283203125,0.1590576171875,0.070556640625
Abel-7B-002,aime,0.1,9,aime,0.103118896484375,0.21826171875,0.437744140625
Abel-7B-002,aime,0.1,10,aime,0.10638427734375,0.140380859375,0.11279296875
Abel-7B-002,aime,0.1,11,aime,0.1231689453125,0.2271728515625,0.2783203125
Abel-7B-002,aime,0.1,12,aime,0.2080078125,0.263671875,0.182373046875
Abel-7B-002,aime,0.1,13,aime,0.090606689453125,0.1534423828125,0.09136962890625
Abel-7B-002,aime,0.1,14,aime,0.1452789306640625,0.215087890625,0.20947265625
Abel-7B-002,aime,0.1,15,aime,0.139984130859375,0.141357421875,0.27197265625
Abel-7B-002,aime,0.1,16,aime,0.14385986328125,0.2152099609375,0.43408203125
Abel-7B-002,aime,0.1,17,aime,0.071136474609375,0.1810302734375,0.27197265625
Abel-7B-002,aime,0.1,18,aime,0.07000732421875,0.2193603515625,0.22265625
Abel-7B-002,aime,0.1,19,aime,0.033477783203125,0.158447265625,0.10821533203125
Abel-7B-002,aime,0.1,20,aime,0.1822509765625,0.329345703125,0.070556640625
Abel-7B-002,aime,0.1,21,aime,0.061492919921875,0.236572265625,0.1329345703125
Abel-7B-002,aime,0.1,22,aime,0.30810546875,0.1905517578125,0.1461181640625
Abel-7B-002,aime,0.1,23,aime,0.25274658203125,0.22412109375,0.2147216796875
Abel-7B-002,aime,0.1,24,aime,0.0679931640625,0.1302490234375,0.07476806640625
Abel-7B-002,aime,0.1,25,aime,0.0566558837890625,0.1502685546875,0.058349609375
Abel-7B-002,aime,0.1,26,aime,0.2012939453125,0.1954345703125,0.127685546875
Abel-7B-002,aime,0.1,27,aime,0.12493896484375,0.34716796875,0.30078125
Abel-7B-002,aime,0.1,28,aime,0.139495849609375,0.292724609375,0.46875
Abel-7B-002,aime,0.1,29,aime,0.1917724609375,0.1416015625,0.0726318359375
Abel-7B-002,aime,0.1,30,aime,0.2337646484375,0.292724609375,0.1143798828125
Abel-7B-002,aime,0.1,31,aime,0.21148681640625,0.2386474609375,0.08270263671875
Abel-7B-002,aime,0.1,32,aime,0.2386474609375,0.1856689453125,0.0526123046875
Abel-7B-002,aime,0.1,33,aime,0.08447265625,0.1898193359375,0.07159423828125
Abel-7B-002,aime,0.1,34,aime,0.166015625,0.1419677734375,0.09136962890625
Abel-7B-002,aime,0.1,35,aime,0.06186676025390625,0.1680908203125,0.17333984375
Abel-7B-002,aime,0.1,36,aime,0.08544921875,0.276123046875,0.158203125
Abel-7B-002,aime,0.1,37,aime,0.22430419921875,0.230224609375,0.1500244140625
Abel-7B-002,aime,0.1,38,aime,0.16070556640625,0.2178955078125,0.19189453125
Abel-7B-002,aime,0.1,39,aime,0.0971221923828125,0.159423828125,0.10968017578125
