Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Qwen3-4B,aime,0.1,0,aime,0.143951416015625,0.59765625,0.0574951171875
Qwen3-4B,aime,0.1,1,aime,0.235870361328125,0.464599609375,0.1561279296875
Qwen3-4B,aime,0.1,2,aime,0.1849365234375,0.54345703125,0.120849609375
Qwen3-4B,aime,0.1,3,aime,0.30657958984375,0.634765625,0.259765625
Qwen3-4B,aime,0.1,4,aime,0.133331298828125,0.2607421875,0.0618896484375
Qwen3-4B,aime,0.1,5,aime,0.158905029296875,0.494873046875,0.04742431640625
Qwen3-4B,aime,0.1,6,aime,0.1829833984375,0.59716796875,0.154052734375
Qwen3-4B,aime,0.1,7,aime,0.2506103515625,0.29638671875,0.1259765625
Qwen3-4B,aime,0.1,8,aime,0.193115234375,0.53515625,0.08270263671875
Qwen3-4B,aime,0.1,9,aime,0.27667236328125,0.62158203125,0.11126708984375
Qwen3-4B,aime,0.1,10,aime,0.3675537109375,0.405029296875,0.19677734375
Qwen3-4B,aime,0.1,11,aime,0.3385009765625,0.42724609375,0.07159423828125
Qwen3-4B,aime,0.1,12,aime,0.25579833984375,0.5439453125,0.115966796875
Qwen3-4B,aime,0.1,13,aime,0.31890869140625,0.53125,0.08038330078125
Qwen3-4B,aime,0.1,14,aime,0.25030517578125,0.34423828125,0.158203125
Qwen3-4B,aime,0.1,15,aime,0.127716064453125,0.55029296875,0.1778564453125
Qwen3-4B,aime,0.1,16,aime,0.17547607421875,0.509765625,0.2069091796875
Qwen3-4B,aime,0.1,17,aime,0.1450653076171875,0.50732421875,0.11279296875
Qwen3-4B,aime,0.1,18,aime,0.28790283203125,0.64794921875,0.08758544921875
Qwen3-4B,aime,0.1,19,aime,0.3795166015625,0.5693359375,0.0966796875
Qwen3-4B,aime,0.1,20,aime,0.4671630859375,0.5791015625,0.06463623046875
Qwen3-4B,aime,0.1,21,aime,0.20208740234375,0.55712890625,0.12939453125
Qwen3-4B,aime,0.1,22,aime,0.206329345703125,0.490966796875,0.2147216796875
Qwen3-4B,aime,0.1,23,aime,0.1585693359375,0.5029296875,0.093994140625
Qwen3-4B,aime,0.1,24,aime,0.21417236328125,0.476806640625,0.115966796875
Qwen3-4B,aime,0.1,25,aime,0.40826416015625,0.50390625,0.184814453125
Qwen3-4B,aime,0.1,26,aime,0.18536376953125,0.364013671875,0.1329345703125
Qwen3-4B,aime,0.1,27,aime,0.129638671875,0.5224609375,0.0850830078125
Qwen3-4B,aime,0.1,28,aime,0.065338134765625,0.57275390625,0.11279296875
Qwen3-4B,aime,0.1,29,aime,0.6697998046875,0.45556640625,0.07696533203125
Qwen3-4B,aime,0.1,30,aime,0.2708740234375,0.418701171875,0.1143798828125
Qwen3-4B,aime,0.1,31,aime,0.229156494140625,0.55908203125,0.07476806640625
Qwen3-4B,aime,0.1,32,aime,0.2066650390625,0.41748046875,0.043365478515625
Qwen3-4B,aime,0.1,33,aime,0.13226318359375,0.67822265625,0.055816650390625
Qwen3-4B,aime,0.1,34,aime,0.255340576171875,0.43359375,0.127685546875
Qwen3-4B,aime,0.1,35,aime,0.50146484375,0.65673828125,0.105224609375
Qwen3-4B,aime,0.1,36,aime,0.27862548828125,0.5810546875,0.08270263671875
Qwen3-4B,aime,0.1,37,aime,0.28485107421875,0.427734375,0.115966796875
Qwen3-4B,aime,0.1,38,aime,0.2529296875,0.72900390625,0.11279296875
Qwen3-4B,aime,0.1,39,aime,0.23321533203125,0.4619140625,0.08758544921875
