Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Qwen3-14B,aime,0.1,0,aime,0.5035247802734375,0.583984375,0.175537109375
Qwen3-14B,aime,0.1,1,aime,0.60400390625,0.4873046875,0.338134765625
Qwen3-14B,aime,0.1,2,aime,0.62237548828125,0.5615234375,0.07696533203125
Qwen3-14B,aime,0.1,3,aime,0.430145263671875,0.464599609375,0.43408203125
Qwen3-14B,aime,0.1,4,aime,0.85546875,0.58544921875,0.115966796875
Qwen3-14B,aime,0.1,5,aime,0.86163330078125,0.75634765625,0.09136962890625
Qwen3-14B,aime,0.1,6,aime,0.861785888671875,0.66552734375,0.1143798828125
Qwen3-14B,aime,0.1,7,aime,0.5020751953125,0.3583984375,0.275146484375
Qwen3-14B,aime,0.1,8,aime,0.27191162109375,0.3681640625,0.2120361328125
Qwen3-14B,aime,0.1,9,aime,0.71112060546875,0.55517578125,0.1365966796875
Qwen3-14B,aime,0.1,10,aime,0.499298095703125,0.44677734375,0.373779296875
Qwen3-14B,aime,0.1,11,aime,0.409576416015625,0.4521484375,0.303955078125
Qwen3-14B,aime,0.1,12,aime,0.68310546875,0.468994140625,0.1143798828125
Qwen3-14B,aime,0.1,13,aime,0.8545684814453125,0.60498046875,0.07696533203125
Qwen3-14B,aime,0.1,14,aime,0.81494140625,0.58349609375,0.106689453125
Qwen3-14B,aime,0.1,15,aime,0.5169830322265625,0.37890625,0.34521484375
Qwen3-14B,aime,0.1,16,aime,0.353118896484375,0.53759765625,0.31396484375
Qwen3-14B,aime,0.1,17,aime,0.7606201171875,0.60595703125,0.07806396484375
Qwen3-14B,aime,0.1,18,aime,0.67919921875,0.5791015625,0.102294921875
Qwen3-14B,aime,0.1,19,aime,0.35101318359375,0.50341796875,0.36669921875
Qwen3-14B,aime,0.1,20,aime,0.3763427734375,0.64501953125,0.09808349609375
Qwen3-14B,aime,0.1,21,aime,0.429443359375,0.59814453125,0.307373046875
Qwen3-14B,aime,0.1,22,aime,0.18769454956054688,0.437744140625,0.1710205078125
Qwen3-14B,aime,0.1,23,aime,0.549102783203125,0.39111328125,0.37744140625
Qwen3-14B,aime,0.1,24,aime,0.3179931640625,0.356689453125,0.39599609375
Qwen3-14B,aime,0.1,25,aime,0.82574462890625,0.449462890625,0.1778564453125
Qwen3-14B,aime,0.1,26,aime,0.337158203125,0.59814453125,0.484375
Qwen3-14B,aime,0.1,27,aime,0.475311279296875,0.427734375,0.388671875
Qwen3-14B,aime,0.1,28,aime,0.784027099609375,0.517578125,0.12939453125
Qwen3-14B,aime,0.1,29,aime,0.187255859375,0.6806640625,0.33447265625
Qwen3-14B,aime,0.1,30,aime,0.745849609375,0.41748046875,0.0792236328125
Qwen3-14B,aime,0.1,31,aime,0.3671875,0.48583984375,0.23095703125
Qwen3-14B,aime,0.1,32,aime,0.814697265625,0.53173828125,0.05108642578125
Qwen3-14B,aime,0.1,33,aime,0.46673583984375,0.802734375,0.1480712890625
Qwen3-14B,aime,0.1,34,aime,0.18877029418945312,0.4130859375,0.1480712890625
Qwen3-14B,aime,0.1,35,aime,0.62677001953125,0.72119140625,0.2393798828125
Qwen3-14B,aime,0.1,36,aime,0.5811767578125,0.5771484375,0.1561279296875
Qwen3-14B,aime,0.1,37,aime,0.8525390625,0.58056640625,0.287841796875
Qwen3-14B,aime,0.1,38,aime,0.463409423828125,0.455322265625,0.1993408203125
Qwen3-14B,aime,0.1,39,aime,0.6157684326171875,0.262939453125,0.09136962890625
Qwen3-14B,aime,0.1,40,aime,0.5906982421875,0.62353515625,0.0850830078125
Qwen3-14B,aime,0.1,41,aime,0.78167724609375,0.39111328125,0.26904296875
Qwen3-14B,aime,0.1,42,aime,0.44903564453125,0.182861328125,0.338134765625
Qwen3-14B,aime,0.1,43,aime,0.8536224365234375,0.492431640625,0.0592041015625
Qwen3-14B,aime,0.1,44,aime,0.955322265625,0.087646484375,0.640625
Qwen3-14B,aime,0.1,45,aime,0.880828857421875,0.4248046875,0.6298828125
Qwen3-14B,aime,0.1,46,aime,0.16546630859375,0.7958984375,0.51953125
Qwen3-14B,aime,0.1,47,aime,0.91064453125,0.5771484375,0.048858642578125
Qwen3-14B,aime,0.1,48,aime,0.678466796875,0.720703125,0.115966796875
Qwen3-14B,aime,0.1,49,aime,0.8130340576171875,0.5498046875,0.06658935546875
Qwen3-14B,aime,0.1,50,aime,0.8929443359375,0.38623046875,0.1143798828125
Qwen3-14B,aime,0.1,51,aime,0.9482421875,0.41259765625,0.1143798828125
Qwen3-14B,aime,0.1,52,aime,0.549560546875,0.357421875,0.06951904296875
Qwen3-14B,aime,0.1,53,aime,0.69091796875,0.53759765625,0.10821533203125
Qwen3-14B,aime,0.1,54,aime,0.7457275390625,0.580078125,0.17333984375
Qwen3-14B,aime,0.1,55,aime,0.89471435546875,0.495361328125,0.1800537109375
Qwen3-14B,aime,0.1,56,aime,0.269439697265625,0.6552734375,0.219970703125
Qwen3-14B,aime,0.1,57,aime,0.668121337890625,0.354248046875,0.06097412109375
Qwen3-14B,aime,0.1,58,aime,0.5810546875,0.460693359375,0.32763671875
Qwen3-14B,aime,0.1,59,aime,0.7979736328125,0.455322265625,0.10968017578125
Qwen3-14B,aime,0.1,60,aime,0.251556396484375,0.5830078125,0.57373046875
Qwen3-14B,aime,0.1,61,aime,0.325592041015625,0.91796875,0.2017822265625
Qwen3-14B,aime,0.1,62,aime,0.71234130859375,0.365234375,0.11126708984375
Qwen3-14B,aime,0.1,63,aime,0.53692626953125,0.61767578125,0.32763671875
Qwen3-14B,aime,0.1,64,aime,0.2346038818359375,0.50830078125,0.48828125
Qwen3-14B,aime,0.1,65,aime,0.162078857421875,0.5537109375,0.2337646484375
Qwen3-14B,aime,0.1,66,aime,0.54339599609375,0.48095703125,0.307373046875
Qwen3-14B,aime,0.1,67,aime,0.37447357177734375,0.43017578125,0.381103515625
Qwen3-14B,aime,0.1,68,aime,0.408660888671875,0.384765625,0.3173828125
Qwen3-14B,aime,0.1,69,aime,0.6822509765625,0.372314453125,0.204345703125
Qwen3-14B,aime,0.1,70,aime,0.27825927734375,0.354248046875,0.2069091796875
Qwen3-14B,aime,0.1,71,aime,0.7548828125,0.46142578125,0.102294921875
Qwen3-14B,aime,0.1,72,aime,0.7352294921875,0.304931640625,0.182373046875
Qwen3-14B,aime,0.1,73,aime,0.7264404296875,0.5009765625,0.22265625
Qwen3-14B,aime,0.1,74,aime,0.8814697265625,0.1763916015625,0.515625
Qwen3-14B,aime,0.1,75,aime,0.84527587890625,0.32080078125,0.127685546875
Qwen3-14B,aime,0.1,76,aime,0.231964111328125,0.6025390625,0.39599609375
Qwen3-14B,aime,0.1,77,aime,0.63616943359375,0.53857421875,0.19189453125
Qwen3-14B,aime,0.1,78,aime,0.6097412109375,0.2724609375,0.29736328125
Qwen3-14B,aime,0.1,79,aime,0.68109130859375,0.423095703125,0.55078125
Qwen3-14B,aime,0.1,80,aime,0.36578369140625,0.45703125,0.48046875
Qwen3-14B,aime,0.1,81,aime,0.809326171875,0.5068359375,0.2421875
Qwen3-14B,aime,0.1,82,aime,0.88702392578125,0.5869140625,0.373779296875
Qwen3-14B,aime,0.1,83,aime,0.36700439453125,0.35595703125,0.355712890625
Qwen3-14B,aime,0.1,84,aime,0.3068084716796875,0.6083984375,0.5888671875
Qwen3-14B,aime,0.1,85,aime,0.1286773681640625,0.51220703125,0.2509765625
Qwen3-14B,aime,0.1,86,aime,0.558258056640625,0.59375,0.338134765625
Qwen3-14B,aime,0.1,87,aime,0.5816650390625,0.313232421875,0.53515625
Qwen3-14B,aime,0.1,88,aime,0.49310302734375,0.66357421875,0.1312255859375
Qwen3-14B,aime,0.1,89,aime,0.916259765625,0.6552734375,0.08758544921875
Qwen3-14B,aime,0.2,0,aime,0.59893798828125,0.300537109375,0.1778564453125
Qwen3-14B,aime,0.2,1,aime,0.432525634765625,0.483642578125,0.449462890625
Qwen3-14B,aime,0.2,2,aime,0.6683349609375,0.47216796875,0.11126708984375
Qwen3-14B,aime,0.2,3,aime,0.382354736328125,0.455810546875,0.2783203125
Qwen3-14B,aime,0.2,4,aime,0.793670654296875,0.5859375,0.10089111328125
Qwen3-14B,aime,0.2,5,aime,0.871002197265625,0.385986328125,0.041473388671875
Qwen3-14B,aime,0.2,6,aime,0.7364501953125,0.66455078125,0.11920166015625
Qwen3-14B,aime,0.2,7,aime,0.910888671875,0.50634765625,0.1422119140625
Qwen3-14B,aime,0.2,8,aime,0.304473876953125,0.36865234375,0.1329345703125
Qwen3-14B,aime,0.2,9,aime,0.615234375,0.431396484375,0.1365966796875
Qwen3-14B,aime,0.2,10,aime,0.6453399658203125,0.27197265625,0.291015625
Qwen3-14B,aime,0.2,11,aime,0.783203125,0.4501953125,0.341552734375
Qwen3-14B,aime,0.2,12,aime,0.875244140625,0.4892578125,0.1143798828125
Qwen3-14B,aime,0.2,13,aime,0.6942596435546875,0.6640625,0.08880615234375
Qwen3-14B,aime,0.2,14,aime,0.7052001953125,0.312744140625,0.058349609375
Qwen3-14B,aime,0.2,15,aime,0.565185546875,0.2425537109375,0.2147216796875
Qwen3-14B,aime,0.2,16,aime,0.349884033203125,0.61279296875,0.27197265625
Qwen3-14B,aime,0.2,17,aime,0.7394256591796875,0.45166015625,0.08038330078125
Qwen3-14B,aime,0.2,18,aime,0.7125244140625,0.72802734375,0.10968017578125
Qwen3-14B,aime,0.2,19,aime,0.6458740234375,0.69189453125,0.32763671875
Qwen3-14B,aime,0.2,20,aime,0.53564453125,0.4267578125,0.1312255859375
Qwen3-14B,aime,0.2,21,aime,0.29442596435546875,0.611328125,0.31396484375
Qwen3-14B,aime,0.2,22,aime,0.4848823547363281,0.51171875,0.546875
Qwen3-14B,aime,0.2,23,aime,0.3096466064453125,0.5029296875,0.388671875
Qwen3-14B,aime,0.2,24,aime,0.5828857421875,0.58056640625,0.39599609375
Qwen3-14B,aime,0.2,25,aime,0.847900390625,0.428466796875,0.1312255859375
Qwen3-14B,aime,0.2,26,aime,0.491455078125,0.460693359375,0.2568359375
Qwen3-14B,aime,0.2,27,aime,0.55474853515625,0.42822265625,0.4111328125
Qwen3-14B,aime,0.2,28,aime,0.420013427734375,0.4306640625,0.51171875
Qwen3-14B,aime,0.2,29,aime,0.58160400390625,0.58837890625,0.1895751953125
Qwen3-14B,aime,0.2,30,aime,0.669769287109375,0.607421875,0.07366943359375
Qwen3-14B,aime,0.2,31,aime,0.337249755859375,0.5478515625,0.294189453125
Qwen3-14B,aime,0.2,32,aime,0.746795654296875,0.53173828125,0.05108642578125
Qwen3-14B,aime,0.2,33,aime,0.20654296875,0.56640625,0.158203125
Qwen3-14B,aime,0.2,34,aime,0.5390625,0.64990234375,0.19677734375
Qwen3-14B,aime,0.2,35,aime,0.629638671875,0.468017578125,0.1461181640625
Qwen3-14B,aime,0.2,36,aime,0.64910888671875,0.54833984375,0.1441650390625
Qwen3-14B,aime,0.2,37,aime,0.7562255859375,0.51416015625,0.2147216796875
Qwen3-14B,aime,0.2,38,aime,0.4256134033203125,0.50048828125,0.175537109375
Qwen3-14B,aime,0.2,39,aime,0.46572113037109375,0.61962890625,0.105224609375
Qwen3-14B,aime,0.2,40,aime,0.4844970703125,0.5048828125,0.0850830078125
Qwen3-14B,aime,0.2,41,aime,0.79583740234375,0.372802734375,0.262939453125
Qwen3-14B,aime,0.2,42,aime,0.5729217529296875,0.428955078125,0.34521484375
Qwen3-14B,aime,0.2,43,aime,0.859588623046875,0.83056640625,0.048858642578125
Qwen3-14B,aime,0.2,44,aime,0.90484619140625,0.11676025390625,0.42626953125
Qwen3-14B,aime,0.2,45,aime,0.691650390625,0.30859375,0.19677734375
Qwen3-14B,aime,0.2,46,aime,0.5865478515625,0.52294921875,0.20947265625
Qwen3-14B,aime,0.2,47,aime,0.9176025390625,0.5771484375,0.0526123046875
Qwen3-14B,aime,0.2,48,aime,0.516448974609375,0.76025390625,0.10968017578125
Qwen3-14B,aime,0.2,49,aime,0.8724365234375,0.52783203125,0.06561279296875
Qwen3-14B,aime,0.2,50,aime,0.9140625,0.32080078125,0.0966796875
Qwen3-14B,aime,0.2,51,aime,0.819610595703125,0.412353515625,0.1143798828125
Qwen3-14B,aime,0.2,52,aime,0.82611083984375,0.351806640625,0.0526123046875
Qwen3-14B,aime,0.2,53,aime,0.7786865234375,0.379150390625,0.1422119140625
Qwen3-14B,aime,0.2,54,aime,0.439208984375,0.57275390625,0.1800537109375
Qwen3-14B,aime,0.2,55,aime,0.87109375,0.44873046875,0.0994873046875
Qwen3-14B,aime,0.2,56,aime,0.59698486328125,0.58740234375,0.287841796875
Qwen3-14B,aime,0.2,57,aime,0.3016357421875,0.225830078125,0.07159423828125
Qwen3-14B,aime,0.2,58,aime,0.26153564453125,0.6455078125,0.34521484375
Qwen3-14B,aime,0.2,59,aime,0.8033447265625,0.56884765625,0.10821533203125
Qwen3-14B,aime,0.2,60,aime,0.799560546875,0.388671875,0.445556640625
Qwen3-14B,aime,0.2,61,aime,0.19403076171875,0.63671875,0.1688232421875
Qwen3-14B,aime,0.2,62,aime,0.53094482421875,0.64208984375,0.265869140625
Qwen3-14B,aime,0.2,63,aime,0.372283935546875,0.70947265625,0.515625
Qwen3-14B,aime,0.2,64,aime,0.57244873046875,0.356201171875,0.437744140625
Qwen3-14B,aime,0.2,65,aime,0.15920257568359375,0.390625,0.275146484375
Qwen3-14B,aime,0.2,66,aime,0.4385986328125,0.404296875,0.33447265625
Qwen3-14B,aime,0.2,67,aime,0.743408203125,0.484130859375,0.182373046875
Qwen3-14B,aime,0.2,68,aime,0.359039306640625,0.3994140625,0.26904296875
Qwen3-14B,aime,0.2,69,aime,0.17047882080078125,0.42236328125,0.175537109375
Qwen3-14B,aime,0.2,70,aime,0.3477783203125,0.49267578125,0.294189453125
