Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Qwen3-30B-A3B,aime,0.1,0,aime,0.405517578125,0.53564453125,0.048858642578125
Qwen3-30B-A3B,aime,0.1,1,aime,0.349700927734375,0.469970703125,0.16455078125
Qwen3-30B-A3B,aime,0.1,2,aime,0.3316650390625,0.60107421875,0.0850830078125
Qwen3-30B-A3B,aime,0.1,3,aime,0.204254150390625,0.5673828125,0.2017822265625
Qwen3-30B-A3B,aime,0.1,4,aime,0.343994140625,0.53564453125,0.10089111328125
Qwen3-30B-A3B,aime,0.1,5,aime,0.11114501953125,0.6337890625,0.07476806640625
Qwen3-30B-A3B,aime,0.1,6,aime,0.15972900390625,0.5556640625,0.2254638671875
Qwen3-30B-A3B,aime,0.1,7,aime,0.2926025390625,0.474609375,0.259765625
Qwen3-30B-A3B,aime,0.1,8,aime,0.1998291015625,0.5146484375,0.07366943359375
Qwen3-30B-A3B,aime,0.1,9,aime,0.191558837890625,0.63916015625,0.16455078125
Qwen3-30B-A3B,aime,0.1,10,aime,0.237060546875,0.52490234375,0.204345703125
Qwen3-30B-A3B,aime,0.1,11,aime,0.407958984375,0.69140625,0.0994873046875
Qwen3-30B-A3B,aime,0.1,12,aime,0.32244873046875,0.515625,0.120849609375
Qwen3-30B-A3B,aime,0.1,13,aime,0.1741943359375,0.53564453125,0.07366943359375
Qwen3-30B-A3B,aime,0.1,14,aime,0.169708251953125,0.541015625,0.051849365234375
Qwen3-30B-A3B,aime,0.1,15,aime,0.28228759765625,0.54345703125,0.134765625
Qwen3-30B-A3B,aime,0.1,16,aime,0.30877685546875,0.66162109375,0.1895751953125
Qwen3-30B-A3B,aime,0.1,17,aime,0.27630615234375,0.55322265625,0.090087890625
Qwen3-30B-A3B,aime,0.1,18,aime,0.24310302734375,0.546875,0.090087890625
Qwen3-30B-A3B,aime,0.1,19,aime,0.201629638671875,0.66748046875,0.10821533203125
Qwen3-30B-A3B,aime,0.1,20,aime,0.545166015625,0.5673828125,0.07476806640625
Qwen3-30B-A3B,aime,0.1,21,aime,0.1373291015625,0.53466796875,0.10089111328125
