Model,Dataset,Temperature,Question_UUID,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
WizardMath-7B-V1.1,mr-gsm8k,0.1,f25b796f-bc99-49c7-a6cd-ac5bb98412ce,0.7321381270885468,0.21834932267665863,0.294189453125
WizardMath-7B-V1.1,mr-gsm8k,0.1,d1cea8ad-2dc4-4ad8-8bfe-810140f59b09,0.878548726439476,0.07964091002941132,0.98681640625
WizardMath-7B-V1.1,mr-gsm8k,0.1,b27daa8c-a94d-4240-99e8-24f82af5ff1c,0.9464162066578865,0.05588299781084061,0.99609375
WizardMath-7B-V1.1,mr-gsm8k,0.1,77511c73-071d-448b-8c1e-1210131189b9,0.8802909255027771,0.22836071252822876,0.95654296875
WizardMath-7B-V1.1,mr-gsm8k,0.1,c6b8499f-d3ab-4769-bd41-92b650591832,0.8023831099271774,0.10877393186092377,0.97802734375
WizardMath-7B-V1.1,mr-gsm8k,0.1,d35c94ff-20b7-4399-a479-0b7632376d2a,0.823296207934618,0.10341564565896988,0.98828125
WizardMath-7B-V1.1,mr-gsm8k,0.1,1b78c211-4c79-4056-964a-af0099a6d0ee,0.9206753224134445,0.09123168885707855,0.79296875
WizardMath-7B-V1.1,mr-gsm8k,0.1,e5e3e5b1-cf96-4b5e-a97a-df61edf6bd9b,0.8352337889373302,0.18053419888019562,0.9638671875
WizardMath-7B-V1.1,mr-gsm8k,0.1,908dbe69-02d9-426a-8cdc-2eb2eb473598,0.9686505608260632,0.053644340485334396,0.9111328125
WizardMath-7B-V1.1,mr-gsm8k,0.1,39154d98-556c-47fb-9b54-7a95dd286d7b,0.8918041326105595,0.1607942283153534,0.9326171875
WizardMath-7B-V1.1,mr-gsm8k,0.1,007b7b92-4cfb-4b39-a4c3-1a81e03ba424,0.7768114171922207,0.03432489559054375,0.1800537109375
WizardMath-7B-V1.1,mr-gsm8k,0.1,240c352d-6757-4695-b714-776c28c17604,0.8978043347597122,0.15102410316467285,0.64404296875
WizardMath-7B-V1.1,mr-gsm8k,0.1,19879e34-459c-4845-82b3-fc86efb60452,0.9025724306702614,0.11246446520090103,0.98779296875
WizardMath-7B-V1.1,mr-gsm8k,0.1,a12362fc-9289-4ac0-80b9-d2be3f014b46,0.94290841370821,0.11479129642248154,0.98046875
WizardMath-7B-V1.1,mr-gsm8k,0.1,34aa6917-9259-4bdb-860f-5c9d394dd43a,0.7873468101024628,0.09461094439029694,0.87744140625
WizardMath-7B-V1.1,mr-gsm8k,0.1,e451e855-a62b-402b-8e6b-0a5ca062f07e,0.9075305704027414,0.3715238869190216,0.94580078125
WizardMath-7B-V1.1,mr-gsm8k,0.1,334125a1-4bf5-47ff-95d3-6dede560224d,0.8011832851916552,0.10476888716220856,0.89306640625
WizardMath-7B-V1.1,mr-gsm8k,0.1,2b038c65-0914-45ab-9fa0-e6e59b869705,0.8238085228949785,0.20997001230716705,0.80322265625
WizardMath-7B-V1.1,mr-gsm8k,0.1,105d920d-8d12-40be-b4c0-c4b936897703,0.9189072623848915,0.06238655000925064,0.96044921875
WizardMath-7B-V1.1,mr-gsm8k,0.1,bd18eef2-dd90-438e-b645-01f65056937d,0.9367503672838211,0.16169153153896332,0.77978515625
WizardMath-7B-V1.1,mr-gsm8k,0.1,e2e5b550-724d-4c3b-9d60-4f3c6487ecf5,0.8590850830078125,0.056247830390930176,0.88427734375
WizardMath-7B-V1.1,mr-gsm8k,0.1,8c2506ed-84e6-4916-8f0c-c32a98613d00,0.6953449547290802,0.5165945887565613,0.53515625
WizardMath-7B-V1.1,mr-gsm8k,0.1,e3993ba3-bb25-4513-a562-48fa1ae8b821,0.9314844766631722,0.13703565299510956,0.982421875
WizardMath-7B-V1.1,mr-gsm8k,0.1,47aa4e74-19de-4f93-946a-eb2d7c43b147,0.8492919057607651,0.08993197232484818,0.96044921875
WizardMath-7B-V1.1,mr-gsm8k,0.1,f324aa5c-9648-4c78-9b87-9fc5bff6aa9f,0.32168850582093,0.1436048299074173,0.4111328125
WizardMath-7B-V1.1,mr-gsm8k,0.1,d3546424-3228-4607-8c28-cee3e7631a7f,0.46402113139629364,0.23139691352844238,0.55810546875
WizardMath-7B-V1.1,mr-gsm8k,0.1,79992753-69d1-44d1-8546-3bae7d12338d,0.9447548631578684,0.0620187409222126,0.98046875
WizardMath-7B-V1.1,mr-gsm8k,0.1,4ec666e9-3b18-4d91-982d-526702594b61,0.9432437494397163,0.037062156945466995,0.98583984375
WizardMath-7B-V1.1,mr-gsm8k,0.1,6eeaf46b-e654-4a23-90c9-b9279d661021,0.7392834573984146,0.1190236359834671,0.5849609375
WizardMath-7B-V1.1,mr-gsm8k,0.1,8d55115d-db79-4a41-b00d-1cee518ee420,0.9233428239822388,0.05603599175810814,0.96337890625
WizardMath-7B-V1.1,mr-gsm8k,0.1,7129a90b-7fd0-435a-9f52-f4cf24b59708,0.8697691038250923,0.18062901496887207,0.89013671875
WizardMath-7B-V1.1,mr-gsm8k,0.1,52a9247e-a92d-48a5-abb7-f5e1389c73f5,0.9744478594511747,0.02191145531833172,0.888671875
WizardMath-7B-V1.1,mr-gsm8k,0.1,e0ea474c-4feb-4198-8daf-0e8dc7e06d70,0.892403144389391,0.06071129068732262,0.69921875
WizardMath-7B-V1.1,mr-gsm8k,0.1,d7db07cd-77d9-42bb-afea-dbbac9fbaa06,0.8980236947536469,0.22786206007003784,0.5390625
WizardMath-7B-V1.1,mr-gsm8k,0.1,829ab422-3e13-40b8-b5cc-fce82bd2b2f0,0.886170893907547,0.11651870608329773,0.418701171875
WizardMath-7B-V1.1,mr-gsm8k,0.1,0f2bf6c8-e7d8-4bc6-8996-82328dfea3a0,0.5826211050152779,0.12685322761535645,0.66552734375
WizardMath-7B-V1.1,mr-gsm8k,0.1,26615d12-2448-4032-b31a-59468ef4b202,0.9279663851484656,0.11963119357824326,0.1943359375
WizardMath-7B-V1.1,mr-gsm8k,0.1,76b2ed8b-40cb-45e2-913f-aadf65b81b5e,0.9223228022456169,0.11875344067811966,0.9638671875
WizardMath-7B-V1.1,mr-gsm8k,0.1,0876c910-8c3d-470c-8573-f7f966b9b716,0.9558564871549606,0.14771375060081482,0.9599609375
WizardMath-7B-V1.1,mr-gsm8k,0.1,1932316b-e585-464a-a464-d5aa381bf6b7,0.9199662804603577,0.1736851930618286,0.916015625
WizardMath-7B-V1.1,mr-gsm8k,0.1,bd9e2d32-2713-4fea-af7b-9780648e7365,0.42254287749528885,0.17815133929252625,0.71240234375
WizardMath-7B-V1.1,mr-gsm8k,0.1,db32dfdd-9820-42dc-87a5-597e80925377,0.9116096943616867,0.17878656089305878,0.98486328125
WizardMath-7B-V1.1,mr-gsm8k,0.1,533484b2-6deb-415e-bf01-4247f9de0cbb,0.9232164565473795,0.06431925296783447,0.93896484375
WizardMath-7B-V1.1,mr-gsm8k,0.1,6e301123-f557-405a-be28-bb00bab4dc2b,0.8301370292901993,0.11717649549245834,0.9912109375
WizardMath-7B-V1.1,mr-gsm8k,0.1,72b0bf87-2923-4c67-a996-5673f10c2d64,0.9715887904167175,0.13185012340545654,0.91357421875
WizardMath-7B-V1.1,mr-gsm8k,0.1,e24fba0b-630c-41d5-a50d-975d877df908,0.9281161800026894,0.2199760228395462,0.810546875
WizardMath-7B-V1.1,mr-gsm8k,0.1,c8abc0dd-f679-416f-8837-fea2ededd632,0.7462862879037857,0.22434048354625702,0.9150390625
WizardMath-7B-V1.1,mr-gsm8k,0.1,aa940a1b-c211-4ca8-9c64-92564a0dd712,0.7382081486284733,0.08792486786842346,0.515625
WizardMath-7B-V1.1,mr-gsm8k,0.1,3a2771f0-8107-42c5-a765-ab60aa322bff,0.3386901542544365,0.14003275334835052,0.422607421875
WizardMath-7B-V1.1,mr-gsm8k,0.1,d5445507-a0f0-439f-94ef-f4114bb38a4a,0.9692093580961227,0.1394015997648239,0.55810546875
WizardMath-7B-V1.1,mr-gsm8k,0.1,bd29bebd-0d3a-4700-90be-23c0c4c4e96c,0.8707886599004269,0.12231370806694031,0.921875
WizardMath-7B-V1.1,mr-gsm8k,0.1,8eb87f9c-a87f-480d-9535-9595eb768e52,0.9166691079735756,0.05307285487651825,0.71533203125
WizardMath-7B-V1.1,mr-gsm8k,0.1,44d71537-7235-409a-a71d-99b3507e5f5d,0.37585324421525,0.10518705099821091,0.138427734375
WizardMath-7B-V1.1,mr-gsm8k,0.1,a1da5e08-b962-482a-ab21-e69343273cf0,0.729139506816864,0.05232203006744385,0.32421875
WizardMath-7B-V1.1,mr-gsm8k,0.1,aa0515fe-37a1-4503-b7f8-25e1ba3d22be,0.7907622829079628,0.1270722895860672,0.83544921875
WizardMath-7B-V1.1,mr-gsm8k,0.1,2ae4dd98-0879-4046-965a-c55e5e1962a9,0.8194198459386826,0.1631767600774765,0.77978515625
WizardMath-7B-V1.1,mr-gsm8k,0.1,2f905358-62c6-4f39-a3a1-af6c9f16ed2f,0.9623012822121382,0.21912716329097748,0.96142578125
WizardMath-7B-V1.1,mr-gsm8k,0.1,c7b1f8f8-98e9-442a-98cd-2b744354e46f,0.7903095483779907,0.09948993474245071,0.5
WizardMath-7B-V1.1,mr-gsm8k,0.1,ecadb0f5-b04e-4851-af0f-8e1110ca982a,0.5420338958501816,0.16736286878585815,0.39599609375
WizardMath-7B-V1.1,mr-gsm8k,0.1,7e1570b9-2699-4893-a5da-8fc8f71fef22,0.8607789874076843,0.09601978957653046,0.92626953125
WizardMath-7B-V1.1,mr-gsm8k,0.1,a15e514c-3135-4f37-afcc-2a587784f377,0.944326451048255,0.09044815599918365,0.7607421875
WizardMath-7B-V1.1,mr-gsm8k,0.1,56c23f93-3b9c-42c2-af38-ba953a551bd3,0.8131006546318531,0.057990919798612595,0.140380859375
WizardMath-7B-V1.1,mr-gsm8k,0.1,48189923-48c6-4e54-af1d-22aade639774,0.9126374498009682,0.06948254257440567,0.97216796875
WizardMath-7B-V1.1,mr-gsm8k,0.1,49d31fb3-405a-49d8-bd3a-20a2eaa89f56,0.36080193892121315,0.10506974905729294,0.07476806640625
WizardMath-7B-V1.1,mr-gsm8k,0.1,ad3eaf6f-9abf-46f3-bf7f-18c4d5cece22,0.8791837990283966,0.1800203025341034,0.974609375
WizardMath-7B-V1.1,mr-gsm8k,0.1,6c59c5fa-87f6-4938-a71f-bace2594cb5d,0.898525308817625,0.05797434225678444,0.9150390625
WizardMath-7B-V1.1,mr-gsm8k,0.1,cb718e15-8177-4c33-8425-4c9506f6947b,0.8544209524989128,0.15453889966011047,0.81298828125
WizardMath-7B-V1.1,mr-gsm8k,0.1,2e77112e-7b76-4426-89b0-9bd3f6db6e9f,0.9127893522381783,0.11022518575191498,0.3173828125
WizardMath-7B-V1.1,mr-gsm8k,0.1,6439b446-a290-4367-b9b4-9e3d91ce3870,0.3905296502634883,0.11869575828313828,0.3173828125
WizardMath-7B-V1.1,mr-gsm8k,0.1,acf11417-8124-49ff-8565-e1dea2181ad4,0.45577972335740924,0.06658152490854263,0.85205078125
WizardMath-7B-V1.1,mr-gsm8k,0.1,0c765089-190d-4cf7-9dcb-4c906fbef772,0.5618039183318615,0.08915970474481583,0.77978515625
WizardMath-7B-V1.1,mr-gsm8k,0.1,6768f927-633a-433b-891b-8c2812f221d1,0.7898024395108223,0.3723084032535553,0.9853515625
