Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Abel-7B-002,hybrid_reasoning,0.0,train/intermediate_algebra/667.json,math,0.279937744140625,0.1629638671875,0.7880859375
Abel-7B-002,hybrid_reasoning,0.0,train/algebra/2108.json,math,0.31573486328125,0.221923828125,0.9150390625
Abel-7B-002,hybrid_reasoning,0.0,train/algebra/1314.json,math,0.158966064453125,0.11566162109375,0.9443359375
Abel-7B-002,hybrid_reasoning,0.0,train/precalculus/241.json,math,0.18035888671875,0.02313232421875,0.9111328125
Abel-7B-002,hybrid_reasoning,0.0,train/prealgebra/636.json,math,0.3406982421875,0.156982421875,0.9833984375
Abel-7B-002,hybrid_reasoning,0.0,train/algebra/2790.json,math,0.29150390625,0.2261962890625,0.57763671875
Abel-7B-002,hybrid_reasoning,0.0,test/geometry/808.json,math,0.080078125,0.21875,0.27197265625
Abel-7B-002,hybrid_reasoning,0.0,train/prealgebra/110.json,math,0.3619384765625,0.104736328125,0.94677734375
Abel-7B-002,hybrid_reasoning,0.0,train/counting_and_probability/563.json,math,0.55999755859375,0.1866455078125,0.94580078125
Abel-7B-002,hybrid_reasoning,0.0,train/number_theory/998.json,math,0.538818359375,0.228759765625,0.8056640625
Abel-7B-002,hybrid_reasoning,0.0,test/algebra/2259.json,math,0.10821533203125,0.25732421875,0.1895751953125
Abel-7B-002,hybrid_reasoning,0.0,test/algebra/1762.json,math,0.5606689453125,0.0494384765625,0.1666259765625
Abel-7B-002,hybrid_reasoning,0.0,train/algebra/2673.json,math,0.124542236328125,0.1522216796875,0.8740234375
Abel-7B-002,hybrid_reasoning,0.0,train/number_theory/75.json,math,0.33245849609375,0.081787109375,0.78271484375
Abel-7B-002,hybrid_reasoning,0.0,test/precalculus/329.json,math,0.0893707275390625,0.14111328125,0.53515625
Abel-7B-002,hybrid_reasoning,0.0,train/geometry/231.json,math,0.06939697265625,0.17138671875,0.2017822265625
Abel-7B-002,hybrid_reasoning,0.0,test/intermediate_algebra/227.json,math,0.40069580078125,0.096435546875,0.88720703125
Abel-7B-002,hybrid_reasoning,0.0,test/counting_and_probability/474.json,math,0.103057861328125,0.09564208984375,0.36669921875
Abel-7B-002,hybrid_reasoning,0.0,train/prealgebra/12.json,math,0.1920166015625,0.09649658203125,0.65478515625
Abel-7B-002,hybrid_reasoning,0.0,test/counting_and_probability/409.json,math,0.2064132690429687,0.0143966674804687,0.9501953125
Abel-7B-002,hybrid_reasoning,0.0,train/algebra/2751.json,math,0.283447265625,0.17138671875,0.71240234375
