Model,Dataset,Temperature,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Abel-7B-002,hybrid_reasoning,0.0,0.2734441630045573,0.1553033192952474,0.5405271402994791
Abel-7B-002,hybrid_reasoning,0.1,0.26942665100097657,0.1571789805094401,0.51887451171875
Abel-7B-002,hybrid_reasoning,0.2,0.26997561772664386,0.15481300354003907,0.5171665445963541
Abel-7B-002,hybrid_reasoning,0.3,0.2770840390523275,0.16043848673502603,0.5174848429361979
Abel-7B-002,hybrid_reasoning,0.4,0.28256064097086586,0.15728490193684896,0.5353376261393229
Abel-7B-002,hybrid_reasoning,0.5,0.2689400164286296,0.15423670450846355,0.5374817911783855
Abel-7B-002,hybrid_reasoning,0.6,0.2679612731933594,0.15151397705078126,0.5226195780436198
Abel-7B-002,hybrid_reasoning,0.7,0.2686142222086589,0.1611297098795573,0.5284115600585938
Abel-7B-002,hybrid_reasoning,0.8,0.27197762807210285,0.16051244099934897,0.5284768168131511
Abel-7B-002,hybrid_reasoning,0.9,0.26741573969523114,0.15355753580729167,0.5165303039550782
Abel-7B-002,hybrid_reasoning,1.0,0.2609107208251953,0.1493677266438802,0.5271120198567708
Abel-7B-002,hybrid_reasoning,1.1,0.24223117192586263,0.15367487589518228,0.47628697713216145
Abel-7B-002,hybrid_reasoning,1.2,0.23041683355967205,0.14436275482177735,0.46400461832682294
Abel-7B-002,hybrid_reasoning,1.3,0.2299988022616077,0.14942467730978262,0.4574175805949846
Abel-7B-002,hybrid_reasoning,1.4,0.20779406144314963,0.14615147225808778,0.4218292236328125
Abel-7B-002,hybrid_reasoning,1.5,0.19582831979196605,0.15130755574408183,0.3883440406824833
Abel-7B-002,hybrid_reasoning,1.6,0.19566164048619095,0.15172296224230508,0.34892757760242477
