Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
deepseek-chat,hybrid_reasoning,0.0,train/intermediate_algebra/667.json,math,0.667724609375,0.341796875,0.8671875
deepseek-chat,hybrid_reasoning,0.0,train/algebra/2108.json,math,0.818115234375,0.277099609375,0.97900390625
deepseek-chat,hybrid_reasoning,0.0,train/algebra/1314.json,math,0.525634765625,0.423095703125,0.2568359375
deepseek-chat,hybrid_reasoning,0.0,train/precalculus/241.json,math,0.5242919921875,0.3427734375,0.91943359375
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/636.json,math,0.66033935546875,0.2705078125,0.92529296875
deepseek-chat,hybrid_reasoning,0.0,train/algebra/2790.json,math,0.8359375,0.1822509765625,0.962890625
deepseek-chat,hybrid_reasoning,0.0,test/geometry/808.json,math,0.1910400390625,0.456787109375,0.53515625
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/110.json,math,0.625244140625,0.40185546875,0.74609375
deepseek-chat,hybrid_reasoning,0.0,train/counting_and_probability/563.json,math,0.6611328125,0.24072265625,0.921875
deepseek-chat,hybrid_reasoning,0.0,train/number_theory/998.json,math,0.8516845703125,0.2125244140625,0.91748046875
deepseek-chat,hybrid_reasoning,0.0,test/algebra/2259.json,math,0.5799560546875,0.452880859375,0.60009765625
deepseek-chat,hybrid_reasoning,0.0,test/algebra/1762.json,math,0.8916015625,0.20361328125,0.974609375
deepseek-chat,hybrid_reasoning,0.0,train/algebra/2673.json,math,0.6474609375,0.4697265625,0.900390625
deepseek-chat,hybrid_reasoning,0.0,train/number_theory/75.json,math,0.6756591796875,0.2349853515625,0.662109375
deepseek-chat,hybrid_reasoning,0.0,test/precalculus/329.json,math,0.422149658203125,0.24560546875,0.61865234375
deepseek-chat,hybrid_reasoning,0.0,train/geometry/231.json,math,0.2333221435546875,0.73876953125,0.52734375
deepseek-chat,hybrid_reasoning,0.0,test/intermediate_algebra/227.json,math,0.898895263671875,0.08355712890625,0.9833984375
deepseek-chat,hybrid_reasoning,0.0,test/counting_and_probability/474.json,math,0.7308349609375,0.216796875,0.87890625
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/12.json,math,0.22796630859375,0.2418212890625,0.615234375
deepseek-chat,hybrid_reasoning,0.0,test/counting_and_probability/409.json,math,0.8189697265625,0.183349609375,0.91357421875
deepseek-chat,hybrid_reasoning,0.0,train/algebra/2751.json,math,0.6888427734375,0.2027587890625,0.85986328125
deepseek-chat,hybrid_reasoning,0.0,test/algebra/25999.json,math,0.786376953125,0.369384765625,0.97021484375
deepseek-chat,hybrid_reasoning,0.0,train/precalculus/163.json,math,0.66558837890625,0.3525390625,0.43408203125
deepseek-chat,hybrid_reasoning,0.0,test/prealgebra/1641.json,math,0.80279541015625,0.162353515625,0.84375
deepseek-chat,hybrid_reasoning,0.0,train/precalculus/121.json,math,0.749053955078125,0.199951171875,0.82421875
deepseek-chat,hybrid_reasoning,0.0,train/number_theory/1054.json,math,0.402618408203125,0.197509765625,0.77978515625
deepseek-chat,hybrid_reasoning,0.0,test/counting_and_probability/323.json,math,0.67510986328125,0.248046875,0.7373046875
deepseek-chat,hybrid_reasoning,0.0,train/precalculus/465.json,math,0.813720703125,0.227294921875,0.80810546875
deepseek-chat,hybrid_reasoning,0.0,train/counting_and_probability/332.json,math,0.85150146484375,0.24755859375,0.95458984375
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/513.json,math,0.9640655517578124,0.146484375,0.95654296875
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/1996.json,math,0.4739990234375,0.468017578125,0.6259765625
deepseek-chat,hybrid_reasoning,0.0,train/precalculus/176.json,math,0.785888671875,0.281494140625,0.9208984375
deepseek-chat,hybrid_reasoning,0.0,train/algebra/1492.json,math,0.527801513671875,0.22705078125,0.97900390625
deepseek-chat,hybrid_reasoning,0.0,train/algebra/1414.json,math,0.0752410888671875,0.14599609375,0.515625
deepseek-chat,hybrid_reasoning,0.0,test/algebra/2694.json,math,0.6309814453125,0.468017578125,0.658203125
deepseek-chat,hybrid_reasoning,0.0,train/geometry/350.json,math,0.6103515625,0.2578125,0.85986328125
deepseek-chat,hybrid_reasoning,0.0,test/precalculus/558.json,math,0.32861328125,0.287841796875,0.78271484375
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/20.json,math,0.4662933349609375,0.2176513671875,0.70263671875
deepseek-chat,hybrid_reasoning,0.0,train/prealgebra/1821.json,math,0.41583251953125,0.176025390625,0.71875
