Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Qwen3-4B,aime,0.1,0,aime,0.6246337890625,0.468505859375,0.0574951171875
Qwen3-4B,aime,0.1,1,aime,0.0189056396484375,0.3076171875,0.1561279296875
Qwen3-4B,aime,0.1,2,aime,0.012029647827148438,0.4326171875,0.120849609375
Qwen3-4B,aime,0.1,3,aime,0.70880126953125,0.50830078125,0.259765625
Qwen3-4B,aime,0.1,4,aime,0.45361328125,0.2080078125,0.0618896484375
Qwen3-4B,aime,0.1,5,aime,0.78790283203125,0.52197265625,0.04742431640625
Qwen3-4B,aime,0.1,6,aime,0.536865234375,0.6015625,0.154052734375
Qwen3-4B,aime,0.1,7,aime,0.528778076171875,0.2125244140625,0.1259765625
Qwen3-4B,aime,0.1,8,aime,0.0152435302734375,0.40087890625,0.08270263671875
Qwen3-4B,aime,0.1,9,aime,0.8728179931640625,0.4736328125,0.11126708984375
Qwen3-4B,aime,0.1,10,aime,0.021327972412109375,0.3310546875,0.19677734375
Qwen3-4B,aime,0.1,11,aime,0.789947509765625,0.473388671875,0.07159423828125
Qwen3-4B,aime,0.1,12,aime,0.913330078125,0.5634765625,0.115966796875
Qwen3-4B,aime,0.1,13,aime,0.85650634765625,0.57666015625,0.08038330078125
Qwen3-4B,aime,0.1,14,aime,0.012363433837890625,0.362548828125,0.158203125
Qwen3-4B,aime,0.1,15,aime,0.018779754638671875,0.282470703125,0.1778564453125
Qwen3-4B,aime,0.1,16,aime,0.855712890625,0.54736328125,0.2069091796875
Qwen3-4B,aime,0.1,17,aime,0.0168609619140625,0.49560546875,0.11279296875
Qwen3-4B,aime,0.1,18,aime,0.785888671875,0.54541015625,0.08758544921875
Qwen3-4B,aime,0.1,19,aime,0.66680908203125,0.5634765625,0.0966796875
Qwen3-4B,aime,0.1,20,aime,0.8768310546875,0.52880859375,0.06463623046875
Qwen3-4B,aime,0.1,21,aime,0.019622802734375,0.43115234375,0.12939453125
Qwen3-4B,aime,0.1,22,aime,0.009735107421875,0.3505859375,0.2147216796875
Qwen3-4B,aime,0.1,23,aime,0.72137451171875,0.465087890625,0.093994140625
Qwen3-4B,aime,0.1,24,aime,0.854156494140625,0.29248046875,0.115966796875
Qwen3-4B,aime,0.1,25,aime,0.03528594970703125,0.443115234375,0.184814453125
Qwen3-4B,aime,0.1,26,aime,0.76617431640625,0.47314453125,0.1329345703125
Qwen3-4B,aime,0.1,27,aime,0.05214691162109375,0.44189453125,0.0850830078125
Qwen3-4B,aime,0.1,28,aime,0.894287109375,0.6240234375,0.11279296875
Qwen3-4B,aime,0.1,29,aime,0.913330078125,0.5439453125,0.07696533203125
Qwen3-4B,aime,0.1,30,aime,0.0247344970703125,0.473388671875,0.1143798828125
Qwen3-4B,aime,0.1,31,aime,0.770416259765625,0.473388671875,0.07476806640625
Qwen3-4B,aime,0.1,32,aime,0.680389404296875,0.51904296875,0.043365478515625
Qwen3-4B,aime,0.1,33,aime,0.8181610107421875,0.53564453125,0.055816650390625
Qwen3-4B,aime,0.1,34,aime,0.943359375,0.30322265625,0.127685546875
Qwen3-4B,aime,0.1,35,aime,0.027130126953125,0.498779296875,0.105224609375
Qwen3-4B,aime,0.1,36,aime,0.820281982421875,0.55322265625,0.08270263671875
Qwen3-4B,aime,0.1,37,aime,0.8310546875,0.7109375,0.115966796875
Qwen3-4B,aime,0.1,38,aime,0.01776885986328125,0.56689453125,0.11279296875
Qwen3-4B,aime,0.1,39,aime,0.831390380859375,0.400146484375,0.08758544921875
Qwen3-4B,aime,0.1,40,aime,0.5528564453125,0.61279296875,0.08038330078125
Qwen3-4B,aime,0.1,41,aime,0.01013946533203125,0.248046875,0.2069091796875
Qwen3-4B,aime,0.1,42,aime,0.93670654296875,0.4013671875,0.0838623046875
Qwen3-4B,aime,0.1,43,aime,0.4794921875,0.4111328125,0.0325927734375
Qwen3-4B,aime,0.1,44,aime,0.8264007568359375,0.37548828125,0.08270263671875
Qwen3-4B,aime,0.1,45,aime,0.78076171875,0.364990234375,0.1871337890625
Qwen3-4B,aime,0.1,46,aime,0.6226806640625,0.341064453125,0.1602783203125
Qwen3-4B,aime,0.1,47,aime,0.851318359375,0.58154296875,0.02886962890625
Qwen3-4B,aime,0.1,48,aime,0.76953125,0.734375,0.115966796875
