Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Qwen3-32B,aime,0.1,0,aime,0.34334564208984375,0.463623046875,0.0850830078125
Qwen3-32B,aime,0.1,1,aime,0.4339599609375,0.8740234375,0.307373046875
Qwen3-32B,aime,0.1,2,aime,0.8030242919921875,0.8056640625,0.10821533203125
Qwen3-32B,aime,0.1,3,aime,0.386444091796875,0.60546875,0.449462890625
Qwen3-32B,aime,0.1,4,aime,0.709747314453125,0.525390625,0.09271240234375
Qwen3-32B,aime,0.1,5,aime,0.5472412109375,0.67236328125,0.127685546875
Qwen3-32B,aime,0.1,6,aime,0.750335693359375,0.40966796875,0.1519775390625
Qwen3-32B,aime,0.1,7,aime,0.8128280639648438,0.85302734375,0.2337646484375
Qwen3-32B,aime,0.1,8,aime,0.662261962890625,0.497314453125,0.105224609375
Qwen3-32B,aime,0.1,9,aime,0.6563262939453125,0.53076171875,0.20947265625
Qwen3-32B,aime,0.1,10,aime,0.50958251953125,0.3173828125,0.453369140625
Qwen3-32B,aime,0.1,11,aime,0.1749267578125,0.52587890625,0.1800537109375
Qwen3-32B,aime,0.1,12,aime,0.9168701171875,0.451904296875,0.09136962890625
Qwen3-32B,aime,0.1,13,aime,0.760650634765625,0.638671875,0.08758544921875
Qwen3-32B,aime,0.1,14,aime,0.78448486328125,0.33154296875,0.11126708984375
Qwen3-32B,aime,0.1,15,aime,0.624176025390625,0.318603515625,0.093994140625
Qwen3-32B,aime,0.1,16,aime,0.2363739013671875,0.64306640625,0.19189453125
Qwen3-32B,aime,0.1,17,aime,0.7525634765625,0.76025390625,0.127685546875
Qwen3-32B,aime,0.1,18,aime,0.6182861328125,0.634765625,0.11279296875
Qwen3-32B,aime,0.1,19,aime,0.763427734375,0.25390625,0.2421875
Qwen3-32B,aime,0.1,20,aime,0.5113525390625,0.548828125,0.105224609375
Qwen3-32B,aime,0.1,21,aime,0.13397216796875,0.62646484375,0.1500244140625
Qwen3-32B,aime,0.1,22,aime,0.20939254760742188,0.496826171875,0.0592041015625
Qwen3-32B,aime,0.1,23,aime,0.2629852294921875,0.390869140625,0.1778564453125
Qwen3-32B,aime,0.1,24,aime,0.400787353515625,0.529296875,0.388671875
Qwen3-32B,aime,0.1,25,aime,0.036083221435546875,0.56298828125,0.310791015625
