Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
gpt-4o-mini,hybrid_reasoning,0.0,train/intermediate_algebra/667.json,math,0.2945556640625,0.377685546875,0.896484375
gpt-4o-mini,hybrid_reasoning,0.0,train/algebra/2108.json,math,0.582275390625,0.30712890625,0.9833984375
gpt-4o-mini,hybrid_reasoning,0.0,train/algebra/1314.json,math,0.3641815185546875,0.26123046875,0.72802734375
gpt-4o-mini,hybrid_reasoning,0.0,train/precalculus/241.json,math,0.282470703125,0.34716796875,0.9345703125
gpt-4o-mini,hybrid_reasoning,0.0,train/prealgebra/636.json,math,0.6026611328125,0.2132568359375,0.96533203125
gpt-4o-mini,hybrid_reasoning,0.0,train/algebra/2790.json,math,0.58917236328125,0.205810546875,0.96875
gpt-4o-mini,hybrid_reasoning,0.0,test/geometry/808.json,math,0.18927001953125,0.32470703125,0.453369140625
gpt-4o-mini,hybrid_reasoning,0.0,train/prealgebra/110.json,math,0.40283203125,0.21826171875,0.9326171875
gpt-4o-mini,hybrid_reasoning,0.0,train/counting_and_probability/563.json,math,0.6624755859375,0.2481689453125,0.93701171875
gpt-4o-mini,hybrid_reasoning,0.0,train/number_theory/998.json,math,0.361785888671875,0.28662109375,0.83984375
gpt-4o-mini,hybrid_reasoning,0.0,test/algebra/2259.json,math,0.4317626953125,0.2451171875,0.418701171875
gpt-4o-mini,hybrid_reasoning,0.0,test/algebra/1762.json,math,0.5062255859375,0.19970703125,0.931640625
gpt-4o-mini,hybrid_reasoning,0.0,train/algebra/2673.json,math,0.49444580078125,0.154296875,0.92431640625
gpt-4o-mini,hybrid_reasoning,0.0,train/number_theory/75.json,math,0.297332763671875,0.1942138671875,0.7548828125
gpt-4o-mini,hybrid_reasoning,0.0,test/precalculus/329.json,math,0.4520263671875,0.2919921875,0.607421875
gpt-4o-mini,hybrid_reasoning,0.0,train/geometry/231.json,math,0.1644287109375,0.4033203125,0.449462890625
gpt-4o-mini,hybrid_reasoning,0.0,test/intermediate_algebra/227.json,math,0.588226318359375,0.159912109375,0.96435546875
gpt-4o-mini,hybrid_reasoning,0.0,test/counting_and_probability/474.json,math,0.15289306640625,0.1552734375,0.71240234375
gpt-4o-mini,hybrid_reasoning,0.0,train/prealgebra/12.json,math,0.241943359375,0.11279296875,0.70263671875
